npsn,name,address,village,kecamatan,lat,lng,jenjang,student_count,st_male,st_female
20209359,SMPN 3 Garut,JL. SMP 3 NO. 12 GARUT,Kotawetan,Garut Kota,,,SMP,1052,,
20209355,SMPN 4 Garut,Jalan Ahmad Yani No. 160  Garut,Ciwalen,Garut Kota,,,SMP,1207,,
20209353,SMPN 5 Garut,Jl. Gunung Payung No.36,Ciwalen,Garut Kota,,,SMP,829,,
20262027,SMPN 6 Garut,Jl. Bratayuda Garut,Kotakulon,Garut Kota,,,SMP,1063,,
20262028,SMPN 7 Garut,Jl. Margawati - Jungkeuyang Garut,Margawati,Garut Kota,,,SMP,201,,
69883614,SMPN 8 Garut,Kp. Lebak Gede RT.03 RW. 04 Desa Cimuncang Kec. Garut Kota,Cimuncang,Garut Kota,,,SMP,316,,
20209167,SMP DAYA SUSILA,Jln.A.Yani No.36 Garut,Pakuwon,Garut Kota,,,SMP,59,,
20209165,SMP GILANG KENCANA,Jl.ciledug No. 251 RT 04 RW 13,Kotakulon,Garut Kota,,,SMP,0,,
20261947,SMP ISLAM ATTURMUDZIYYAH,JL.MARGAWATI KP.PASANTREN RT.01 RW.04,Sukanegla,Garut Kota,,,SMP,314,,
20245290,SMP MUHAMMADIYAH GARUT,Jl.muhammadiyah No.21,Regol,Garut Kota,,,SMP,47,,
20209290,SMP PASUNDAN 1 GARUT,Jl.pasundan No.68/84,Kotakulon,Garut Kota,,,SMP,98,,
20261980,SMP PASUNDAN 2 GARUT,Jl. Pasundan No. 68,Kotakulon,Garut Kota,,,SMP,58,,
20227410,SMP PEMUDA GARUT,Kp. Pakuwon Rt. 04 Rw. 01,Sukanegla,Garut Kota,,,SMP,90,,
20209221,SMP YOS SUDARSO,Jl. Bank No.48,Pakuwon,Garut Kota,,,SMP,114,,
69760762,SMPS ISLAM TERPADU ASSALAM,JL.A.YANI BLK NO.331 GARUT KOTA,Kotawetan,Garut Kota,,,SMP,31,,
20209303,SMPN 1 Kadungora,Jalan Mandalawangi No. 40,Talagasari,Kadungora,,,SMP,1237,,
20209410,SMPN 2 Kadungora,Kadungora,Neglasari,Kadungora,,,SMP,640,,
20276001,SMPN 3 Kadungora,Jl. Desa Tanggulun,Tanggulun,Kadungora,,,SMP,234,,
20209259,SMP MUHAMMADIYAH 1 KADUNGORA,Kadungora,Karangmulya,Kadungora,,,SMP,473,,
20209258,SMP MUHAMMADIYAH 2 KADUNGORA,Jalan Raya Kadungora No. 39/ Kp. Gandamekar Rt.02 Rw. 11,Gandamekar,Kadungora,,,SMP,275,,
20209257,SMP MUHAMMADIYAH 3 KADUNGORA,Jalan Nangoh No 530,Rancasalak,Kadungora,,,SMP,372,,
20254045,SMP MUHAMMADIYAH HARUMANSARI KADUNGORA,Jl. Desa Harumansari,Harumansari,Kadungora,,,SMP,122,,
20209275,SMP PGRI KADUNGORA,Kadungora,Talagasari,Kadungora,,,SMP,423,,
69758994,SMP SITI AISYAH,Jl Rancasalak No 147 Mandalasari,Mandalasari,Kadungora,,,SMP,285,,
20209302,SMPN 1 Karangpawitan,Jl. Raya Cimurah,Cimurah,Karangpawitan,,,SMP,1239,,
20209409,SMPN 2 Karangpawitan,Kp. Sukatani,Situgede,Karangpawitan,,,SMP,845,,
20276152,SMPN 3 Karangpawitan,Jl Desa Lebak agung- Karangpawitan,Lebakagung,Karangpawitan,,,SMP,223,,
69831618,SMPN 4 Karangpawitan,Jl. Lengkongjaya No.444 Karangpawitan,Lengkongjaya,Karangpawitan,,,SMP,241,,
20227397,SMP ASSHIDDIQIYAH KARANGPAWITAN,Kp. Paledang,Sucikaler,Karangpawitan,,,SMP,258,,
20227393,SMP ISLAM ABDURRAHMAN,Kp. Sindangwargi,Karangpawitan,Karangpawitan,,,SMP,197,,
69753288,SMP IT AL-MUQADDIMAH,Kp. Pasiruncal,Mekarsari,Karangpawitan,,,SMP,61,,
20209261,SMP MUHAMMADIYAH KARANGPAWITAN,Kp. Bayubud,Sindangpalay,Karangpawitan,,,SMP,164,,
20209274,SMP PGRI KARANGPAWITAN,Jl. Raya Karangpawitan Kp. Sukarasa RT.RW. 04/01,Sindanggalih,Karangpawitan,,,SMP,89,,
69935014,SMP PLUS DARUSSHOLIHIN,Kp. Cibangban Desa. Karangmulya,Karangmulya,Karangpawitan,,,SMP,41,,
69990852,SMP Plus Miftahul Hidayah,Kp. Caringin,Lebakjaya,Karangpawitan,,,SMP,121,,
69753578,SMP PLUS SUKARAJA,Kp. Sukaraja,Jatisari,Karangpawitan,,,SMP,200,,
20261941,SMPIT AL KHOIRIYYAH,Jl.a.yani Timur No. 403,Lebakjaya,Karangpawitan,,,SMP,447,,
69788520,SMPS IT ASSYAKIR,Jl. Kp. Cireundeu RT 01 RW 13,Godog,Karangpawitan,,,SMP,65,,
20209301,SMPN 1 Karangtengah,Jl Raya Cinta,Caringin,Karangtengah,,,SMP,308,,
20261945,SMP ISLAM AL JAUHARI,Kp. Sangojar,Sindanggalih,Karangtengah,,,SMP,808,,
20209399,SMP ISLAM AS - SYARIEF KARANGTENGAH,Kp. Ragadiem 04/01,Cinta,Karangtengah,,,SMP,333,,
69965230,SMP IT AL-FUTUHIYYAH,Kp. Jeungjing,Cintamanik,Karangtengah,,,SMP,118,,
20275999,SMP IT CIHANJA,Kp. Cihanja RT 02 RW 08,Caringin,Karangtengah,,,SMP,79,,
69953554,SMP PLUS NURUL HIDAYAH,Kp. Cibulakan,Cinta,Karangtengah,,,SMP,54,,
20209300,SMPN 1 Kersamanah,Kersamanah,Kersamanah,Kersamanah,,,SMP,1057,,
20209408,SMPN 2 Kersamanah,Jalan Raya Sukamerang No. 30,Sukamerang,Kersamanah,,,SMP,705,,
70009385,SMP AL MUKHLISIYAH BOARDING SCHOOL,Kp. Panamur RT. 01   RW. 08,Kersamanah,Kersamanah,,,SMP,182,,
20209273,SMP PGRI KURNIA KERSAMANAH,Jl. Raya Kurnia,Kersamanah,Kersamanah,,,SMP,70,,
69894227,SMPS ISLAM TERPADU DARUL ABROR KERSAMANAH,Jalan Ciboja,Nanjungjaya,Kersamanah,,,SMP,192,,
69866103,SMPS PLUS AL FALAH KERSAMANAH,Kp. Talun RT 02 RW 03,MEKARRAYA,Kersamanah,,,SMP,109,,
20209144,SMPN 1 Leles,Jalan Raya Leles No. 07,Leles,Leles,,,SMP,1201,,
20209407,SMPN 2 Leles,Leles,Lembang,Leles,,,SMP,342,,
20244717,SMPN 3 Leles,Kp. Tarisi,Cangkuang,Leles,,,SMP,274,,
69943178,SMP IT AL-FATAH LELES,Kp. Patrol RT 03 RW 08,Dano,Leles,,,SMP,77,,
69942241,SMP IT FITRAH INSANI LELES,Kp. Karang Mekar RT 01 RW 08,Ciburial,Leles,,,SMP,85,,
69954728,SMP IT LEKOR,Kp. Lekor RT 02 RW 01,Lembang,Leles,,,SMP,147,,
20227403,SMP IT SILIWANGI LELES,Jl. Raya Leles No. 117,Haruman,Leles,,,SMP,0,,
69753565,SMP KRIDA MANDALAWANGI LELES,Kp Cilame Desa Jangkurang,Jangkurang,Leles,,,SMP,107,,
20270258,SMP MANGGALA LELES,Leles,Sukarame,Leles,,,SMP,110,,
20209263,SMP PASUNDAN LELES,Jl. Raya Leles No.39,Leles,Leles,,,SMP,357,,
20269041,SMP TERPADU BINA INSANI,Kp. Bojong Pulus RT 01 RW 09,Margaluyu,Leles,,,SMP,110,,
20209299,SMPN 1 Leuwigoong,Jln Raya Leuwigoong,Leuwigoong,Leuwigoong,,,SMP,844,,
20209406,SMPN 2 Leuwigoong,Jalan Desa Dungusiku,Dungusiku,Leuwigoong,,,SMP,438,,
70010987,SMP ISLAM TERPADU ASY-SYAFI IYAH,Kp. Sindang RT 01 RW 12,Leuwigoong,Leuwigoong,,,SMP,88,,
20261940,SMP IT NURUL AMIEN,Gg. H Muin  Kp Babakan Sari,Leuwigoong,Leuwigoong,,,SMP,132,,
20209220,SMPN 1 Limbangan,Jalan Raya Timur Limbangan,Limbangantimur,Blubur Limbangan,,,SMP,1025,,
20209405,SMPN 2 Limbangan,Jl. Manjahbeureum,Ciwangi,Blubur Limbangan,,,SMP,424,,
20209358,SMPN 3 Limbangan,Limbangan,Cijolang,Blubur Limbangan,,,SMP,872,,
20268981,SMPN 4 Limbangan,Kp. Singkur,Simpen Kaler,Blubur Limbangan,,,SMP,356,,
20209256,SMP AL FATAH BL.LIMBANGAN,Jl. Bunisari,Limbangantengah,Blubur Limbangan,,,SMP,89,,
70003887,SMP AL HIKAM,Kp. Galeuh Pakuan RT 03 RW 09,Galihpakuwon,Blubur Limbangan,,,SMP,85,,
20258117,SMP AL MA MUN LIMBANGAN,Jl. Cibadak,Pasirwaru,Blubur Limbangan,,,SMP,111,,
69989942,SMP ASSA ADAH LIMBANGAN,Jl. Raya Limbangan Tengah No. 104 Kp. Randu Kurung,Limbangantengah,Blubur Limbangan,,,SMP,0,,
20261930,SMP ASSALWA BL. LIMBANGAN,Jl. Selaawi-limbangan Kp. Rancapanjang Rt. 06 Rw. 01,Neglasari,Blubur Limbangan,,,SMP,22,,
69990139,SMP IT AL QURAN AL FADLILAH LIMBANGAN,Kp. Ciseureuh RT 01 RW 09,Limbangantimur,Blubur Limbangan,,,SMP,0,,
69753576,SMP IT DAARUT TAQWA,KP. SAAPAN RT.01/07 DESA GALIHPAKUWON KEC. BL. LIMBANGAN,Galihpakuwon,Blubur Limbangan,,,SMP,58,,
69958416,SMP IT MIFTAHUL KHOER,Kp. Lio Barat,Limbanganbarat,Blubur Limbangan,,,SMP,91,,
20209272,SMP PGRI LIMBANGAN,Jl.Alun-alun Selatan No.2,Limbangantimur,Blubur Limbangan,,,SMP,244,,
20261997,SMP WIRAGUNA,Kp. Dunguswiru RT. 01 RW. 04,Dunguswiru,Blubur Limbangan,,,SMP,73,,
70007719,SMPIT AL-HIDAYAH RANCASEEL,Jl. Garungung Kp. Rancaseel RT.02 RW.08,Cigagade,Blubur Limbangan,,,SMP,33,,
20209219,SMPN 1 Malangbong,Jl raya Wado,Cisitu,Malangbong,,,SMP,1197,,
20209404,SMPN 2 Malangbong,Sukabatu,GIRIMAKMUR,Malangbong,,,SMP,365,,
20209357,SMPN 3 Malangbong,Jl. Yayasan 11 April N0. 02,Cilampuyang,Malangbong,,,SMP,265,,
20254356,SMPN 4 Malangbong,"Jalan desa Cibunar-Citeras,Malangbong,Kab.Garut,JABAR",Cibunar,Malangbong,,,SMP,337,,
20269735,SMPN 5 Malangbong,Barudua,Barudua,Malangbong,,,SMP,339,,
69992671,SMP IT AL JUHDI,Kp. Cileuleuy,Sukaratu,Malangbong,,,SMP,74,,
20269701,SMP IT AL-MUNAWAROH MALANGBONG,KP. CIHONJE 01/01,Sukajaya,Malangbong,,,SMP,74,,
69986694,SMP IT ANNUR BARUDUA GARUT,Kp. Pangkalan RT RW 03 05,Barudua,Malangbong,,,SMP,113,,
69760806,SMP IT MIFTAHUL KAROMAH,Kp. Salapinang Rt 04 / Rw 06 Desa Campaka,Campaka,Malangbong,,,SMP,40,,
69882352,SMP IT RIHADATUL KHOERIYAH 1,Kp. Sukajaya RT 03 RW 04,Sukajaya,Malangbong,,,SMP,122,,
20209271,SMP PGRI MALANGBONG GARUT,Jln Raya Wado,Cisitu,Malangbong,,,SMP,352,,
20227415,SMP PLUS AL ILYAS MALANGBONG,Jl. Raya Barat Malangbong,Malangbong,Malangbong,,,SMP,332,,
20261996,SMP TUNAS PERSADA,"Jl. Malangbong-Wado Km 4,5",Mekarasih,Malangbong,,,SMP,328,,
69753289,SMP-I ASSALAM PATARUMAN,Kp. Cibitung RT 02 RW 04,Sanding,Malangbong,,,SMP,47,,
69815430,SMPS PASUNDAN MALANGBONG,KP. BABAKAN PASIR BAROS RT 01 RW 02,Campaka,Malangbong,,,SMP,106,,
20227422,SMPN 1 Mekarmukti,Jalan Mekarmukti,Mekarmukti,Mekarmukti,,,SMP,269,,
20268975,SMPN 2 Mekarmukti,Jl. Lintas Selatan,Karangwangi,Mekarmukti,,,SMP,144,,
69965410,SMP AL-MA SUM CIKARO,Kp. Cikaro rt 02 rw 10,Mekarmukti,Mekarmukti,,,SMP,37,,
70030340,SMP AN NAHDLIYAH CIKAJAR,Jl. Lintas Kp. Cikajar RT 04 RW 10,Karangwangi,Mekarmukti,,,SMP,0,,
70026964,SMP DARUSALAM GARSEL,KP. Hegarmanah RT 01 RW 06,MEKARSARI,Mekarmukti,,,SMP,11,,
70015740,SMP ISLAM CIJAYANA,Kp. Bihbul RT 01 RW 01,Cijayana,Mekarmukti,,,SMP,39,,
20227413,SMP PGRI MEKARMUKTI,KP.Tegal Buled,Cijayana,Mekarmukti,,,SMP,209,,
69987028,SMP PLUS MEKARMUKTI,Jl. Cijayana Kp. Cipeer,Mekarmukti,Mekarmukti,,,SMP,78,,
70003386,SMPIT AL-BANUN MEKARSARI,Kp.Pangawaren RT. 05 Rw. 05,MEKARSARI,Mekarmukti,,,SMP,24,,
69788596,SMPS IT MEKARMUKTI,KP. CIJAYANA RT 01 RW 01,Jagabaya,Mekarmukti,,,SMP,9,,
20209416,SMPN 1 Pakenjeng,"Jl. Raya Bungbulang Garut, KP. Babakan Lio RT. 01 RW.02",Depok,Pakenjeng,,,SMP,421,,
20209403,SMPN 2 Pakenjeng,Kp. Bihbul,Tanjungjaya,Pakenjeng,,,SMP,166,,
20209356,SMPN 3 Pakenjeng,Jl.Raya Bungbulang Arinem,JAYAMEKAR,Pakenjeng,,,SMP,427,,
20258096,SMPN 4 Pakenjeng,Kp. Talun RT 002/ RW 001,Tegalgede,Pakenjeng,,,SMP,356,,
20262025,SMPN 5 Pakenjeng,Jl. Desa Karangsari Kec. Pakenjeng-Garut,Karangsari,Pakenjeng,,,SMP,412,,
20269731,SMPN 6 Pakenjeng,KP. HALIMPU RT 02/01,Wangunjaya,Pakenjeng,,,SMP,187,,
20269279,SMPN Satu Atap 1 Pakenjeng,Kp. Pasirhuni,Talagawangi,Pakenjeng,,,SMP,144,,
69908942,SMPN Satu Atap 2 Pakenjeng,Kp. Bokor,Tanjungmulya,Pakenjeng,,,SMP,153,,
69888439,SMP AS SYAFIQ PAKENJENG,Kp. Pasirkaliki,Jatiwangi,Pakenjeng,,,SMP,151,,
69904826,SMP IT AL AKHTAR PAKENJENG,Kp. Panundaan,Talagawangi,Pakenjeng,,,SMP,76,,
69815429,SMP IT AL- IMAN,Kp. Depok Kolot,Pasirlangu,Pakenjeng,,,SMP,74,,
20271629,SMP IT AL-KARIMAH,Pakenjeng,Pasirlangu,Pakenjeng,,,SMP,41,,
20269585,SMP IT IRSYADUL IBAD,kp. Citugu Rt 02 RW 06,Tanjungjaya,Pakenjeng,,,SMP,192,,
69937719,SMP IT NURUSSALAM,Kp.Ciparay RT.01 RW.04,Depok,Pakenjeng,,,SMP,48,,
70012467,SMP IT YA MAHMUD,Kp. Tugu RT 03 RW 03,Sukamulya,Pakenjeng,,,SMP,31,,
69753908,SMP MUHAMMADIYAH PAKENJENG,Kp. Pasirlangu,Pasirlangu,Pakenjeng,,,SMP,113,,
69949330,SMP NURUL UYUN PAKENJENG,Kp. Kadudampit,Jatiwangi,Pakenjeng,,,SMP,86,,
69753555,SMP PLUS PONTREN YABAFA,Kp. Cikoneng Hilir,Neglasari,Pakenjeng,,,SMP,119,,
20209398,SMPN 1 Pameungpeuk,Jl. Raya Cilauteureun No. 134,Jatimulya,Pameungpeuk,,,SMP,1059,,
20262011,SMPN 2 Pameungpeuk,Jalan Raya Pameungpeuk - Cisompet KM. 3 (Cigadog),Sirnabakti,Pameungpeuk,,,SMP,178,,
69888771,SMP IT AS SYIDIQ PAMEUNGPEUK,KP. GEMBRONG RT 01/06,Bojong,Pameungpeuk,,,SMP,33,,
69950498,SMP IT MIFTAHUL HUDA PAMEUNGPEUK,Jl. Pesantren Kp. Jampang RT 01 RW 09,Jatimulya,Pameungpeuk,,,SMP,187,,
20209255,SMP MUHAMMADIYAH PAMEUNGPEUK,Jl. Raya Cigodeg No. 83,Paas,Pameungpeuk,,,SMP,212,,
20209270,SMP PGRI PAMEUNGPEUK,Jl. Geusan Ulun No. 86,Pameungpeuk,Pameungpeuk,,,SMP,73,,
20209397,SMPN 1 Pamulihan,Jln. Raya Desa Pakenjeng RT 01 RW 07,Pakenjeng,Pamulihan,,,SMP,268,,
20253988,SMPN 2 Pamulihan,Kp. Cikopo,Panawa,Pamulihan,,,SMP,67,,
69727251,SMPN Satu Atap 1 Pamulihan,Kp. Bebedahan,Linggarjati,Pamulihan,,,SMP,108,,
69969695,SMPN Satu Atap 2 Pamulihan,Kp. Stamplat,Panawa,Pamulihan,,,SMP,101,,
70014709,SMP TUNAS NUSANTARA CISANDAAN,Kp. Cisandaan RT 01 RW 01,Pananjung,Pamulihan,,,SMP,54,,
69965669,SMPIT AL-FAWAZ PAMULIHAN,Kp. Jatimanah,Garumukti,Pamulihan,,,SMP,74,,
20209363,SMPN 1 Pangatikan,Jln. Cibeureum,Karangsari,Pangatikan,,,SMP,528,,
20269734,SMPN 2 Pangatikan,Jl.Sokol Pasir,Sukahurip,Pangatikan,,,SMP,264,,
70025181,SMP ANSHARU SUNNAH CILAME,Jl. Cilame RT 03 RW 03,Sukarasa,Pangatikan,,,SMP,88,,
20276133,SMP TERPADU MAARIF AL-MAEMUNATUL HUDA,Komplek perum pepabri sukaraja - Babakan Loa,Babakanloa,Pangatikan,,,SMP,184,,
20209395,SMPN 1 Pasirwangi,Jl. Raya Pasirwangi,Pasirwangi,Pasirwangi,,,SMP,810,,
20262014,SMPN 2 Pasirwangi,Jl. Raya Darajat,Karyamekar,Pasirwangi,,,SMP,361,,
69957193,SMP BHAKTI MANDIRI GARUT,Jl. Raya Padamukti Kp. Pasir Umpal,Padamukti,Pasirwangi,,,SMP,164,,
69879016,SMP ISLAM TERPADU RIYADUL HUDA,KP. KIARAPAYUNG,Barusari,Pasirwangi,,,SMP,161,,
69946695,SMP IT AL FADHILAH,Kp. Pasirkiamis RT 04 RW 05,Pasirkiamis,Pasirwangi,,,SMP,106,,
69753579,SMP IT ASY-SYAKUR,Kp. Cicara RT. 03 RW. 05,Padamulya,Pasirwangi,,,SMP,101,,
69753567,SMP PLUS ANWARUL HUDA,Kp Barukai,Talaga,Pasirwangi,,,SMP,334,,
20227418,SMP PLUS NURUL HUDA PASIRWANGI,Kp. Malati,Padaasih,Pasirwangi,,,SMP,317,,
70031613,SMP TAHFIDZ AL QURAN AL MISYKAH,Jl. Raya Pasirwangi KM 1 RT 01 RW 01,Padaasih,Pasirwangi,,,SMP,72,,
20268838,SMP TERPADU BAITUL AMANAH,KP.CIWEDANG,Padamulya,Pasirwangi,,,SMP,103,,
20254925,SMP TERPADU BAITUL HIKMAH,Kp Cikapunduhan,Sirnajaya,Pasirwangi,,,SMP,107,,
69966092,SMPIT HIDAYATUL MUBTADIIN,Kp. Pasirkebon Rt. 04/Rw. 02,Pasirkiamis,Pasirwangi,,,SMP,65,,
20209394,SMPN 1 Peundeuy,Kp. Kubangsari,Peundeuy,Peundeuy,,,SMP,166,,
20268840,SMPN Satu Atap 1 Peundeuy,Kp Babakan,Purwajaya,Peundeuy,,,SMP,84,,
69965101,SMP ISLAM AL-FATAH MA SUM,Kp. Ciucing,Saribakti,Peundeuy,,,SMP,126,,
69947969,SMP IT DARUL HIKAM PEUNDEUY,Kp. Bojongrandu RT 01 RW 02 Ds. Toblong Kec. Peundeuy Kab. Garut,Toblong,Peundeuy,,,SMP,249,,
69986249,SMP IT MADINATUL HIKAM,Kp. Pacing,Peundeuy,Peundeuy,,,SMP,34,,
20209247,SMPN 1 Samarang,Jln. Raya Samarang No. 277,Cintarakyat,Samarang,,,SMP,938,,
20209384,SMPN 2 Samarang,Jl. Raya Kamojang Ciparay,Sukakarya,Samarang,,,SMP,1040,,
69753287,SMP IT MIFTAHUL HUDA,Kp. Baros Tonggoh Rt. 01 Rw. 01,Sukalaksana,Samarang,,,SMP,70,,
69755387,SMP IT SYIS BADRUZZAMAN,Surya Tanjung Anom-zawiyah Samarang - Garut,Samarang,Samarang,,,SMP,99,,
20209252,SMP MUSLIMIN SAMARANG,Jl. Cimencek No. 2,Cintaasih,Samarang,,,SMP,337,,
69870905,SMP PLUS AL - AFWA SAMARANG,KP. DAYEUH,Tanjung Karya,Samarang,,,SMP,100,,
20209246,SMP PLUS AL AMIN SAMARANG,Jl. Bongkor Rt.03 / Rw. 08,Cintarakyat,Samarang,,,SMP,146,,
20269414,SMP PLUS AL-ISTIQOMAH,Jl. KAMOJANG,TANJUNGANOM,Samarang,,,SMP,421,,
69988208,SMP PLUS AMZA,Kp. Babakan Caringin RT 34 RW 09,Cisarua,Samarang,,,SMP,89,,
20227419,SMP PLUS QURROTA AYUN SAMARANG,Jl.Raya Cikamiri No.114,Sirnasari,Samarang,,,SMP,1057,,
70009630,SMP WELAS ASIH,Griya Sanding RT02 RW 11,Sukarasa,Samarang,,,SMP,96,,
20209393,SMPN 1 Selaawi,Jl. Raya Selaawi No.198,Putrajawa,Selaawi,,,SMP,1025,,
20209383,SMPN 2 Selaawi,Jl. jeungjing Desa Samida Kec. Selaawi Kab. Garut,Samida,Selaawi,,,SMP,0,,
69725565,SMPN 3 Selaawi,Jl. Raya Cipendok,Cirapuhan,Selaawi,,,SMP,87,,
20209289,SMP PGRI SELAAWI,JL.Raya Selaawi No.38,Selaawi,Selaawi,,,SMP,260,,
69877307,SMP PLUS AL - GHONIYYAH SELAAWI,KP. CIKASO RT 01 RW 06,Cigawir,Selaawi,,,SMP,110,,
20269191,SMP PLUS AL-ITTIHAD SELAAWI,Selaawi,Cigawir,Selaawi,,,SMP,62,,
69758353,SMP PLUS MADAARIKUL ULUM,"Kp. Tanjung Rt 001, Rw 004",Selaawi,Selaawi,,,SMP,278,,
20261998,SMP YAPISA SELAAWI,Jl.Raya Selaawi Kp.Cibolerang Ds. Putarajawa Kec. Selaawi Kab. Garut,Putrajawa,Selaawi,,,SMP,85,,
20209392,SMPN 1 Singajaya,Jalan Raya Singajaya,Singajaya,Singajaya,,,SMP,368,,
20209151,SMPN 2 Singajaya,Jln. Raya Surapati Kp. Pasir Jonge,Sukawangi,Singajaya,,,SMP,289,,
69988382,SMP IT DAARUL RAHMAN,Kp. Pancasura RT 01 RW 01,Pancasura,Singajaya,,,SMP,195,,
69947983,SMPIT Mekartani,Kp.Cijoho,Mekartani,Singajaya,,,SMP,64,,
20209391,SMPN 1 Sucinaraja,Kp.Pataruman,Sukaratu,Sucinaraja,,,SMP,0,,
20279899,SMP ISLAM TERPADU NURUL ISLAM,Jl. Tegalpanjang No. 430 Rt 03 Rw 04,Tegalpanjang,Sucinaraja,,,SMP,151,,
20227414,SMP PLUS AL FALAH SUCINARAJA,Jl. Panyeredan,Sukaratu,Sucinaraja,,,SMP,85,,
20227423,SMPN 1 Sukaresmi,Kp.Pasirluhur RT.01 RW.03,Cintadamai,Sukaresmi,,,SMP,70,,
20261937,SMP FAUZANIYYAH,Komplek Pst. Fauzan,Sukaresmi,Sukaresmi,,,SMP,970,,
20271627,SMP IT AT-TAMIMI,Kp. Pangokokan,SUKALILAH,Sukaresmi,,,SMP,74,,
69953278,SMP PLUS RASANA RASYIDAH,Kp. Buleud RT.02 RW. 04,Cintadamai,Sukaresmi,,,SMP,118,,
69987167,SMP PLUS SALAMAN,Kp. Pasantren Salaman,Sukamulya,Sukaresmi,,,SMP,162,,
70015098,SMPIT Ar Robbaniyah,Kp. Tabrik RT 01 RW 03,Mekarjaya,Sukaresmi,,,SMP,77,,
20244716,SMPN 1 Sukawening,Jalan  Lapang Trikarya Telp.0262-444129 Sukawening Garut,Sukamukti,Sukawening,,,SMP,1172,,
69981696,SMP IT CIKAL,Jalan Mekarwangi Kp. Depok RT/RW 01/06,Sukamukti,Sukawening,,,SMP,78,,
69993005,SMP IT THORIQUL HUDA,Kp. Ngontong,Pasanggrahan,Sukawening,,,SMP,127,,
20209288,SMP PGRI SUKASONO SUKAWENING,Jalan Raya Cibatu-Garut,Sukahaji,Sukawening,,,SMP,167,,
70015287,SMP Plus KAIMAS,Jl. Bojong Pasantren RT 01 RW 04,Maripari,Sukawening,,,SMP,59,,
20209223,SMP YASPRI MARIPARI SUKAWENING,Jl. Raya Maripari Cibatu-Garut,Maripari,Sukawening,,,SMP,147,,
20262001,SMP YPI SUKAWENING,Sukawening,Pasanggrahan,Sukawening,,,SMP,100,,
69762797,SMPS IT ASY-SYAFIIYAH SUKAWENING,KP. SIRNAGALIH MULABARUK NO. 99 DESA SUKAWENING,Sukawening,Sukawening,,,SMP,115,,
20209218,SMPN 1 Talegong,Jl. Pangalengan - Cisewu,Sukamulya,Talegong,,,SMP,349,,
20209382,SMPN 2 Talegong,Jl. Raya Selaawi - Mekarmukti,Mekarmukti,Talegong,,,SMP,230,,
20227407,SMP AL FALAH MUHAMMADIYAH TALEGONG,Kp. Datarpari,Mekarmulya,Talegong,,,SMP,188,,
69952903,SMP IT AL AZKIYA,Kp. Tipar RT. 03 RW. 06,Sukamaju,Talegong,,,SMP,30,,
20227405,SMP MA ARIF TALEGONG,Jln. Mekarwangi-selaawi,Mekarwangi,Talegong,,,SMP,92,,
69941917,SMP MUHAMMADIYAH 2 TALEGONG,Kp. Datar Kibawang RT 03 TW 03,Sukalaksana,Talegong,,,SMP,14,,
70006192,SMP NAHDLATUL ULAMA TALEGONG,Kp.Ranca RT 03 RW 04,Sukalaksana,Talegong,,,SMP,28,,
69953894,SMP PGRI 2 TALEGONG,Kp. Cisigung,Sukamaju,Talegong,,,SMP,61,,
20270975,SMP PGRI TALEGONG,Kp.Nangewer Rt 02 Rw 07,Sukamulya,Talegong,,,SMP,57,,
20209226,SMPN 1 Tarogong Kaler,Jalan Prof. KH. Cecep Syarifudin No. 52 Garut,Rancabango,Tarogong Kaler,,,SMP,1169,,
20276136,SMPN 2 Tarogong Kaler,"Jl. Mekarjaya, KP. CIPENTA",Mekarjaya,Tarogong Kaler,,,SMP,307,,
20261926,SMP AL HALIM GARUT,"Jln Suherman, Perum Jati Indah",Jati,Tarogong Kaler,,,SMP,452,,
20209160,SMP AL HIKMAH TAROGONG KALER,Jl. Otista No. 57 A Kp. Nagrak,Jati,Tarogong Kaler,,,SMP,235,,
20209174,SMP BAITUL HIKMAH TAROGONG KALER,Jl. Otto Iskandardinata No. 66 A,Langensari,Tarogong Kaler,,,SMP,308,,
20227399,SMP DARUSSALAM TAROGONG KALER,Kp. Pasir Heulang,Sukajadi,Tarogong Kaler,,,SMP,166,,
20268836,SMP ISLAM TERPADU AL MUTTAQIN TAROGONG KALER,JL.PANJIWANGI NO.45,Panjiwangi,Tarogong Kaler,,,SMP,152,,
20246007,SMP ISLAM TERPADU AL-MASDUKI,K.H. Mashduqi No. 67,Pananjung,Tarogong Kaler,,,SMP,90,,
69857727,SMP IT BAITURROHMAN,Kp. Solokpandan,Sirnajaya,Tarogong Kaler,,,SMP,64,,
69970747,SMP IT DARUL ABROR,Jl. Raya Samarang Malayu,Mekarwangi,Tarogong Kaler,,,SMP,196,,
69988464,SMP IT SATU MUHARRAM,Kp. Babakan Andir RT 01 RW 02,Sukajadi,Tarogong Kaler,,,SMP,110,,
20271032,SMP PLUS AL HUDA,Jl.otista No.24 Tarogong Kaler,Pananjung,Tarogong Kaler,,,SMP,65,,
69986815,SMP PLUS AR-ROHMAT,Jl. Otista Kp. Cileungsing RT 02 RW 11,Pasawahan,Tarogong Kaler,,,SMP,129,,
20276141,SMPIT WASILAH INTELEGENSIA,JL. RAYA CIPANAS BARU KEL. PANANJUNG KEC. TAROGONG KALER,Pananjung,Tarogong Kaler,,,SMP,203,,
