npsn,name,address,village,kecamatan,lat,lng,jenjang,student_count,st_male,st_female
69935697,TKIT AL - HUDA,Kp. Cikancung RT 03 RW 04,Margalaksana,Cilawu,,,PAUD,47,28,19
69753284,TKS ASY SYUHADA,JL. CILEDUG NO 379 CIMARAGAS RT 02 RW 03,Ngamplangsari,Cilawu,,,PAUD,23,12,11
69826593,KB AL FADILAH,JL. WIRABHAKTI NO 26,Cisewu,Cisewu,,,PAUD,19,13,6
69989602,KB AL IHYA,Kp. Pamalayan RT 01 RW 06,Cikarang,Cisewu,,,PAUD,29,15,14
69969694,KB AL-BAROKAH,Kp. Koropas RT 01 RW 05,Cikarang,Cisewu,,,PAUD,33,19,14
69907771,KB AL-JIHAD,Kp. Cilamaya RT 02/05,Karangsewu,Cisewu,,,PAUD,39,21,18
69826650,KB ALFADHILATURROHMAH,KP. CIGENTUR,Cisewu,Cisewu,,,PAUD,46,24,22
69826619,KB ANGGREK,MANCAGAHAR,Nyalindung,Cisewu,,,PAUD,22,13,9
69826696,KB ANUGRAH FAMILY,KP TIWU GENTENG,Pamalayan,Cisewu,,,PAUD,30,15,15
69826657,KB ARRAHIM,KP. HEGARWANGI II RT 02 RW 01,Cikarang,Cisewu,,,PAUD,33,19,14
69905112,KB ASY-SIFFA,Kp. Kendal RT 02/09,Cisewu,Cisewu,,,PAUD,35,22,13
69867080,KB BINA BANGSA,KP. CICARIU,Cikarang,Cisewu,,,PAUD,32,20,12
69826747,KB BINA INSANI,KP. CIKASO,PANGGALIH,Cisewu,,,PAUD,0,0,0
69826698,KB CEMPAKA,Kp. Sinar Rasa Rt. 01/ Rw. 06,Pamalayan,Cisewu,,,PAUD,22,8,14
69826573,KB DARUSHSHIBIYAN,KP RANCAAWITALI,Sukajaya,Cisewu,,,PAUD,37,19,18
69989616,KB DARUSSULTHAN,Kp. Babakan Ciparay RT 03 RW 01,PANGGALIH,Cisewu,,,PAUD,37,25,12
69826729,KB INTEN SEWU,KP CISANINTEN,Cisewu,Cisewu,,,PAUD,13,5,8
70046143,KB Kasih Ibu,Kp. Sukanagara Rt. 04 RW. 03,PANGGALIH,Cisewu,,,PAUD,38,19,19
69826603,KB KENANGA,KP. CIKUPA RT 01 RW 02,Pamalayan,Cisewu,,,PAUD,30,14,16
69826703,KB MAWAR,KP. KIARAGOONG,Cisewu,Cisewu,,,PAUD,10,6,4
69956846,KB MENTARI PAGI,Kp. Cikangkung RT 04 RW 06,Cisewu,Cisewu,,,PAUD,53,27,26
69989836,KB PUTRA MEKAR,Kp. Mekarmulya RT 02 RW 10,Sukajaya,Cisewu,,,PAUD,21,8,13
69826594,KB TAMBATAN BUNDA,KP. PASIR EURIH,Sukajaya,Cisewu,,,PAUD,19,8,11
69826628,KB TERATAI,KP. CIBENGANG RT 01 RW 12,Cisewu,Cisewu,,,PAUD,32,20,12
69868054,kOBER BINA TALENTA,KP PASIR KOPI RT 03 RW 07,PANGGALIH,Cisewu,,,PAUD,34,22,12
69868053,KOBER NURUL GHILMAN,KP. PASIR JAMBU,Girimukti,Cisewu,,,PAUD,39,24,15
69867524,SPS AL FADHILATURROHMAH,KP. CIGENTUR RT 03 RW 04,Cisewu,Cisewu,,,PAUD,78,34,44
69867522,SPS AL HAWARI,KP. CIKIDANG,Cisewu,Cisewu,,,PAUD,33,17,16
69867525,SPS AL HIDAYAH,KP. CIHEULANG RT 03 RW 07,Nyalindung,Cisewu,,,PAUD,24,16,8
69930285,SPS AL-HAMAHSYAR,Kp. Cibadak RT 02/01,Karangsewu,Cisewu,,,PAUD,29,17,12
69867521,SPS AR-ROHIM,KP. SUKAATI RT.01 RW.02,PANGGALIH,Cisewu,,,PAUD,33,21,12
69867518,SPS CEMPAKA,KP. SINARASA RT.01 RW.06,Pamalayan,Cisewu,,,PAUD,21,10,11
69907780,SPS CINTA BUDI ASIH,SPS CINTA BUDI ASIH,Sukajaya,Cisewu,,,PAUD,38,24,14
70003153,SPS DARUL FALAH,Kp. Pojok RT 03 RW 02,Nyalindung,Cisewu,,,PAUD,15,8,7
69970831,SPS FLAMBOYAN,KP. PASEUREUHAN RT. 01 RW. 02,Cikarang,Cisewu,,,PAUD,35,20,15
69913682,SPS GUNA BHAKTI INDONESIA,Kp. Cisasak RT 04/07,Cikarang,Cisewu,,,PAUD,49,22,27
69867523,SPS HARAPAN IBU,Kp. Cimunding Rt 04 Rw 03,Karangsewu,Cisewu,,,PAUD,35,18,17
69867519,SPS MEKAR RAHAYU,JL. DATAR DAHU RT.02 RW.01,Pamalayan,Cisewu,,,PAUD,23,10,13
69905116,SPS NURUL FALAH,Kp. Ciceret RT 03/03,Girimukti,Cisewu,,,PAUD,19,11,8
70000677,SPS NURUL IMAN,Kp. Ciparigi RT 02 RW 06,PANGGALIH,Cisewu,,,PAUD,48,22,26
69905121,SPS PRIMA INSANI,Kp. Datar Kondang RT 03/05,Nyalindung,Cisewu,,,PAUD,25,12,13
69867520,SPS PURNAMA,CISEWU-CIKARANG N0.311,Pamalayan,Cisewu,,,PAUD,21,8,13
70000580,SPS TERATAI,Kp. Cigembong RT 01 RW 06,MEKARSEWU,Cisewu,,,PAUD,51,29,22
69893084,TK AISYIYAH BUSTANUL ATHFAL AL MUTAQIN,KP. SAWAH LEGA RT 04 RW 02,Cisewu,Cisewu,,,PAUD,12,4,8
69867089,TK AL-HAMAHSYAR,KP.CIBADAK RT. 02 RW. 01,Karangsewu,Cisewu,,,PAUD,18,9,9
69907786,TK AL-HIDAYAH,Kp. Ciheulang RT 03/07,Nyalindung,Cisewu,,,PAUD,18,10,8
69867087,TK ANGGREK,KP. MANCAGAHAR RT.02 RW. 08,Nyalindung,Cisewu,,,PAUD,15,7,8
69867081,TK ARRAHIM,KP. CIGENDUT RT.02 RW. 04,Cikarang,Cisewu,,,PAUD,0,0,0
69970830,TK BHAKTI NURUL ILMI,KP. PAMALAYAN RT. 01 RW. 06,Cikarang,Cisewu,,,PAUD,14,11,3
69867078,TK BINA BANGSA,KP. CICARIU RT. 03 RW. 03,Cikarang,Cisewu,,,PAUD,23,11,12
20260102,TK FAMILI PAMALAYAN,KP. PURWALAKSANA NO. 63 PAMALAYAN,Pamalayan,Cisewu,,,PAUD,32,19,13
69913677,TK GUNA BHAKTI INDONESIA,Kp. Cisasak RT 04/07,Cikarang,Cisewu,,,PAUD,22,12,10
69867084,TK INTEN SEWU,KP. CISANINTEN RT. 01 RW. 07,Cisewu,Cisewu,,,PAUD,19,8,11
69755544,TK ISLAM TERPADU PURNAMA,JL. RAYA CISEWU-CIKARANG NO. 311,Pamalayan,Cisewu,,,PAUD,21,13,8
69867075,TK IT AL-HAWARI 4 MARGAHAYU,MARGAHAYU,Sukajaya,Cisewu,,,PAUD,8,4,4
69907783,TK IT CEMPAKA,Kp. Sinar Rasa RT. 01 RW . 06,Pamalayan,Cisewu,,,PAUD,32,19,13
69913711,TK IT NURUL FALAH,Kp.Ciceret RT.03 RW 03,Girimukti,Cisewu,,,PAUD,23,9,14
69904968,TK IT TERATAI,Kp. Katulampa RT 01/04 Desa. Mekarsewu,MEKARSEWU,Cisewu,,,PAUD,43,18,25
69905106,TK KENANGA,Kp. Cikupa RT 01/02,Pamalayan,Cisewu,,,PAUD,30,18,12
69867083,TK MAWAR,KP. KIARA GOONG RW 08 RT 03,Cisewu,Cisewu,,,PAUD,15,7,8
69867082,TK MEKAR RAHAYU,KP. DATAR DAHU RT. 02 RW. 01,Pamalayan,Cisewu,,,PAUD,21,12,9
20260175,TK NUR FITRIA,KP. PASEUREUHAN,Cikarang,Cisewu,,,PAUD,24,15,9
69907776,TK NURUL GHILMAN,Kp. Pasir Jambu RT 03/01,Girimukti,Cisewu,,,PAUD,18,9,9
69962753,TK Nurul Iman,Kp. Rengkol RT. 03 RW. 06,PANGGALIH,Cisewu,,,PAUD,16,10,6
20260245,TK PERTIWI,JL. PURWA BAKTI NO. 33,Cisewu,Cisewu,,,PAUD,17,9,8
69867076,TK TAMBATAN BUNDA,KP. PASIR EURIH RT.01 RW.04,Sukajaya,Cisewu,,,PAUD,20,12,8
69867085,TKIT AL-FADILAH,JL.WIRABHAKTI NO.26 RT 03 RW 01,Cisewu,Cisewu,,,PAUD,26,14,12
69827361,TPA ANUGRAH FAMILY,KP TUGENTENG,Pamalayan,Cisewu,,,PAUD,29,17,12
69827323,TPA NURUL GHILMAN,KP. PASIR JAMBU,Girimukti,Cisewu,,,PAUD,24,11,13
69867555,AT TAUBAH,KP JAMBUDIPA RT 03 RW 04,Sukamukti,Cisompet,,,PAUD,20,7,13
69826680,KB ADILA,KP Jadun,Neglasari,Cisompet,,,PAUD,27,12,15
69826595,KB ADINDA,NAGRAK,Sukamukti,Cisompet,,,PAUD,17,12,5
69826615,KB AISYIYAH,PANGLIGARAN,Depok,Cisompet,,,PAUD,18,14,4
69826647,KB AL BARKAH,BANTAR WARUNG,Sukanagara,Cisompet,,,PAUD,20,8,12
69826635,KB AL HIKMAH,BANGSASINGA,Sukanagara,Cisompet,,,PAUD,49,29,20
69950806,KB AL-IHSAN,Kp. Pangligaran RT 01 RW 04,Depok,Cisompet,,,PAUD,48,26,22
69934297,KB AL-KARIMAH,Kp. Sawargi/Cihaurkunig RT 05/02,Cihaurkuning,Cisompet,,,PAUD,35,16,19
69867274,KB AL-MUTTAQIN,KP. PUSPASARI RT.02/RW.10,Jatisari,Cisompet,,,PAUD,56,26,30
69826685,KB ARISLEN,Cipagereun,Cikondang,Cisompet,,,PAUD,24,16,8
69967046,KB AS SYIFA,Kp. Sirnagalih RT 02 RW 06,Sindangsari,Cisompet,,,PAUD,15,9,6
69826705,KB CAHAYA BUNDA 1,KP.JANGKURANG,Panyindangan,Cisompet,,,PAUD,15,7,8
69826668,KB CINTAMUKTI,CINTAMUKTI,Cihaurkuning,Cisompet,,,PAUD,32,18,14
69826717,KB DAHLIA,CIHEULANG,Depok,Cisompet,,,PAUD,25,11,14
69990084,KB DARUL MIFTAH,KP. CIMUNCANG RT. 04 RW. 07,Cikondang,Cisompet,,,PAUD,42,21,21
69990080,KB DARUTTAQWA,KP. MENGGER RT. 01 RW. 02,Cihaurkuning,Cisompet,,,PAUD,33,16,17
69867272,KB GEMILANG,KP. CIGALEUH RT.03/RW.07,Sukanagara,Cisompet,,,PAUD,14,6,8
69826727,KB GUNARA,DEPOK,Depok,Cisompet,,,PAUD,20,9,11
69826751,KB HARAPAN BUNDA 1,DESA WETAN 01 RW 01,Cikondang,Cisompet,,,PAUD,53,29,24
69826707,KB HARAPAN BUNDA 2,BUNISARI,Cikondang,Cisompet,,,PAUD,57,32,25
69867273,KB HARAPAN BUNDA 3,KP. SEDA RT.02/RW.06,Cikondang,Cisompet,,,PAUD,29,18,11
69826734,KB HARAPAN BUNDA 4,CIAWI,Cikondang,Cisompet,,,PAUD,31,15,16
69826642,KB HARAPAN BUNDA 6,PETIR,Cikondang,Cisompet,,,PAUD,22,11,11
69826582,KB HARAPAN MAKMUR,PADARAME,Neglasari,Cisompet,,,PAUD,36,18,18
69990077,KB JANGGAYANI,KP. HEGARMANAH RT. 01 RW. 02,Sukamukti,Cisompet,,,PAUD,49,25,24
69826686,KB KASIH SAYANG,PANCEN RT 02 RW 03,Cihaurkuning,Cisompet,,,PAUD,38,21,17
69826732,KB MAWAR,CIPICUNG,Depok,Cisompet,,,PAUD,46,20,26
69867271,KB MELATI,KP. BANTAR PEUNDEUY RT.02/RW.02,Sukanagara,Cisompet,,,PAUD,21,9,12
70004271,KB MUHAJIRIN,Kp. Benjang RT 01 RW 10,Sindangsari,Cisompet,,,PAUD,24,16,8
69956478,KB NURUL ILMI,Kp. Cikadu RT 02 RW 07,Cihaurkuning,Cisompet,,,PAUD,61,32,29
69867276,KB NURUL IMAN,KP. BLOK IMPRES,Sindangsari,Cisompet,,,PAUD,36,17,19
69826601,KB NURUL ULFAH,WARUNG RT 01 RW 01,Neglasari,Cisompet,,,PAUD,33,18,15
70030427,KB RANCAPALAH,Kp. Rancapalah RT 01 RW 06,Cihaurkuning,Cisompet,,,PAUD,42,25,17
69946978,KB SABILIL HUDA,Kp. Rejeng RT 04 RW 03,Cihaurkuning,Cisompet,,,PAUD,34,21,13
69826716,KB SIROJUL HUDA,SINGATUWUH RT 03 RW 08,Jatisari,Cisompet,,,PAUD,31,18,13
69826739,KB TUNAS MULIA 2,BARUKAWUNG,Cisompet,Cisompet,,,PAUD,25,12,13
69826731,KB WINAYA BHAKTI,CIAWI RT 02 RW 05,Sindangsari,Cisompet,,,PAUD,16,10,6
69867559,SPS ARRASYID,CIBAUR RT 02 RW 03,Margamulya,Cisompet,,,PAUD,68,34,34
69867560,SPS BAMBIM NURUL HUDA,SINDANGSARI RT 01 RW 01,Sindangsari,Cisompet,,,PAUD,50,22,28
69867556,SPS CAHAYA BUNDA 2,Kp.Nenggeng Rt.01 Rw.11,Panyindangan,Cisompet,,,PAUD,30,12,18
69867551,SPS CEMPAKA,KP CAMPAKA RT 01 RW 01,Depok,Cisompet,,,PAUD,27,13,14
69867557,SPS PELITA BUNDA,CITOMO,Panyindangan,Cisompet,,,PAUD,38,22,16
69867275,SPS PELITA HARAPAN,KP MARGAMUKTI,Panyindangan,Cisompet,,,PAUD,26,11,15
69867553,SPS TUNAS MULIA 1,LIO RT 01 / RW 06,Cisompet,Cisompet,,,PAUD,25,17,8
69867114,TK ADINDA,NAGRAK,Sukamukti,Cisompet,,,PAUD,49,32,17
70047130,TK Ainul Mardhiah,Kp. Datar Waru Rt. 01 Rw. 05,Margamulya,Cisompet,,,PAUD,19,13,6
20259906,TK AISYIYAH BA,PANGLIGARAN DEPOK,Depok,Cisompet,,,PAUD,33,14,19
70047031,TK Cahaya Bunda 1,Kp. Jangkurang Rt. 04 Rw. 01,Panyindangan,Cisompet,,,PAUD,33,24,9
20260321,TK TUNAS HARAPAN I,BUNISARI LENDRA CISOMPET,Cisompet,Cisompet,,,PAUD,37,22,15
20260323,TK TUNAS HARAPAN II,GANDASOLI JATISARI CISOMPET,Jatisari,Cisompet,,,PAUD,16,9,7
20260326,TK TUNAS KARYA,PERK. NEGLASARI CISOMPET,Neglasari,Cisompet,,,PAUD,46,15,31
69826977,KB AL ASY ARI,PASIR JEUNGJING,Pakuwon,Cisurupan,,,PAUD,34,13,21
69827011,KB AL FADHILAH,BABAKAN CISERO,Cisero,Cisurupan,,,PAUD,66,31,35
69867338,KB AL FURQON,KARIKIL,Sukatani,Cisurupan,,,PAUD,50,25,25
69867344,KB AL HASBI,CIGANGSA,Situsari,Cisurupan,,,PAUD,56,35,21
69827039,KB AL HIKMAH,CIKATI,Cipaganti,Cisurupan,,,PAUD,53,28,25
69826778,KB AL MA ARIF,ANDIR RT 04 RW 01,Tambakbaya,Cisurupan,,,PAUD,47,19,28
69867341,KB AL MA RUF,LOASARI RT 02 RW 03,Tambakbaya,Cisurupan,,,PAUD,58,32,26
69827067,KB AL MAARIF,BARU RT 04 RW 05,Sirnajaya,Cisurupan,,,PAUD,33,14,19
69867336,KB AL MUTTAQIN,PANGGILINGAN RT 01 RW 04,Sukawargi,Cisurupan,,,PAUD,20,11,9
69985068,KB AL-ASY ARI SITUGEDE,Kp. Situ Gede RT 01 RW 06,Karamatwangi,Cisurupan,,,PAUD,57,25,32
69970298,KB AL-MUMIN,KP. DUNGUSMAUNG RT. 04 RW. 04,Sirnagalih,Cisurupan,,,PAUD,109,62,47
70014273,KB ASY SYIFA KHOIRIYAH,Kp. sukatani RT 01 RW 03,Sukatani,Cisurupan,,,PAUD,44,24,20
69867337,KB ASYIFA,BARUISTRI,Sukawargi,Cisurupan,,,PAUD,55,31,24
69826856,KB AT TAUFIQ,CIBURUY RT 08 RW 01,Cipaganti,Cisurupan,,,PAUD,39,15,24
69826932,KB AZZAQIATUL IMAN,CIENING RT 01 RW 02,Sirnagalih,Cisurupan,,,PAUD,31,14,17
69984057,KB BINTANG CERIA,Kp. Ciburuy RT 03 RW 01,Cipaganti,Cisurupan,,,PAUD,55,27,28
69984280,KB DARUL FALAH,KP. CISERO RT. 03 RW. 05,Cisero,Cisurupan,,,PAUD,18,8,10
69867343,KB FAQIHUL ULUM,PANYAIRAN RT 02 RW 01,Pamulihan,Cisurupan,,,PAUD,79,36,43
69826795,KB FATHUL AZIZ,SUKAHAJI,Cisero,Cisurupan,,,PAUD,30,12,18
69826831,KB HASTA,CIMAYID,Karamatwangi,Cisurupan,,,PAUD,42,22,20
69826905,KB INSAN MANDIRI,SINGKUP RT 01 RW 03,Pakuwon,Cisurupan,,,PAUD,87,45,42
69826923,KB IQRO,CISEUPAN,Karamatwangi,Cisurupan,,,PAUD,60,29,31
69826936,KB KARTIKA IX-II,CIBULUH YONIF 303,Sukawargi,Cisurupan,,,PAUD,10,7,3
69867342,KB KHOERUL BARIYYAH,NEGLA,Pangauban,Cisurupan,,,PAUD,57,29,28
69826962,KB KHOIRUNNISA,CIWARU,Sirnajaya,Cisurupan,,,PAUD,11,6,5
69867339,KB LEPMI,KP.SINDANG ASIH,Cidatar,Cisurupan,,,PAUD,21,10,11
69827001,KB MA ARIF AL AMIN,CARINGIN RT 04 RW 03,Cidatar,Cisurupan,,,PAUD,42,19,23
70027132,KB MA RIFATULLOH SUKATANI,Kp. Cibeureum RT 05 RW 07,Sukatani,Cisurupan,,,PAUD,50,30,20
69827025,KB MADANI,PASIR JEUNGJING RT 05 RW 01,Pakuwon,Cisurupan,,,PAUD,40,23,17
69827052,KB MAMBA UL FAIZIN,CIPELAH RT 03 RW 02,Tambakbaya,Cisurupan,,,PAUD,33,16,17
69827084,KB MIFTAHUL BAROKAH,NARINGGUL,Sirnajaya,Cisurupan,,,PAUD,32,18,14
69826834,KB MIFTAHUL FALAH,PALALANGON,Cisurupan,Cisurupan,,,PAUD,30,13,17
69946901,KB Miftahul HUda,Kp.Pasirpogor RT.09 RW 02,Sirnajaya,Cisurupan,,,PAUD,37,22,15
69826845,KB MUNAWARUL HIDAYAH,BARUKURUNG RT 04 RW 02,Cisero,Cisurupan,,,PAUD,22,7,15
69826866,KB MUTIARA HATI,Pangauban,Pamulihan,Cisurupan,,,PAUD,100,50,50
69826885,KB NURUL FALAH,CILAME RT 01 RW 05,Tambakbaya,Cisurupan,,,PAUD,41,20,21
70031073,KB NURUL FALAH SUKATANI,Kp. Sukatani RT 03 RW 03,Sukatani,Cisurupan,,,PAUD,67,36,31
69826929,KB NURULHUDA,CIBOJONG,Balewangi,Cisurupan,,,PAUD,30,12,18
69826981,KB NUURUL ISLAM,PALALANGON LEBAK RT 01 RW 05,Cisurupan,Cisurupan,,,PAUD,38,16,22
69826991,KB PERMATA BUNDA,GUDANG RT 01 RW 01,Balewangi,Cisurupan,,,PAUD,25,15,10
70047536,KB Qur an Tauhid Ahlak,Kp. Cimanuk Rt. 01 Rw.06,Sukatani,Cisurupan,,,PAUD,0,0,0
69827029,KB SABILIL HUDA,BUNISARI RT 06 RW 07,Sukawargi,Cisurupan,,,PAUD,71,37,34
69827076,KB SIRNAJAYA 01,CILIMUS,Sirnajaya,Cisurupan,,,PAUD,87,49,38
69826771,KB TUNAS BANGSA,SUKATANI RT.02 RW.02,Sukatani,Cisurupan,,,PAUD,80,45,35
69826806,KB TUNAS KARYA,KP. CIMASUK RT. 03 / 04 DESA PAMULIHAN,Pamulihan,Cisurupan,,,PAUD,44,25,19
69953792,PAUD NURUL IKHLAS,KP. PALEDANG RT. 01/01,Karamatwangi,Cisurupan,,,PAUD,61,26,35
P9952868,SPN SKB KAB. GARUT,JL. RAYA CISURUPAN KM. 20 GARUT,Balewangi,Cisurupan,,,PAUD,114,58,56
69867581,SPS AL BAROKAH,PAMEGATAN RT 06 RW 03,Cipaganti,Cisurupan,,,PAUD,59,27,32
69867579,SPS DARUSSALAM,CIPELAH RT 01 RW O2,Tambakbaya,Cisurupan,,,PAUD,45,22,23
69867580,SPS MUHAMMADIYAH,Kp. Cilame RT 02 RW 04,Tambakbaya,Cisurupan,,,PAUD,26,15,11
69994930,SPS NURUL BILAD,Jl. Panagan RT 03 RW 05,Sukawargi,Cisurupan,,,PAUD,48,23,25
69995815,SPS NURUL ISTIQOMAH,Kp. Ciela RT 01 RW 02,Sirnajaya,Cisurupan,,,PAUD,98,46,52
70028697,TK  ALWALADUL HUDA SUKAWARGI,Kp. Ciroyom RT 03 RW 01,Sukawargi,Cisurupan,,,PAUD,25,15,10
20259937,TK AL FATAH,JL. RAYA ANDIR NO. 76,Tambakbaya,Cisurupan,,,PAUD,14,10,4
20259944,TK AL HIDAYAH,JL. PANGAUBAN PASIR JEUNGJING,Pakuwon,Cisurupan,,,PAUD,31,16,15
20259951,TK AL IKHLAS NF,PASAR KALER RT.02/02 BALEWANGI,Balewangi,Cisurupan,,,PAUD,23,16,7
20259954,TK AL ISLAH,KP. LINGKUNGSARI DS. KARAMATWANGI,Karamatwangi,Cisurupan,,,PAUD,46,24,22
70005238,TK AL-FITROH,Kp. Cintalaksana,CINTAASIH,Cisurupan,,,PAUD,22,12,10
69980527,TK AL-FURQON,KP. SUKASENANG,Cidatar,Cisurupan,,,PAUD,21,11,10
69952508,TK AL-JANNAH,Kp. Pedes Nunggal RT.01 RW.02,Pakuwon,Cisurupan,,,PAUD,21,12,9
69983783,TK AL-MUJAMMIL,KAMPUNG CURUG RT.004/RW.005,Simpangsari,Cisurupan,,,PAUD,20,10,10
20260037,TK AN NUR,JL. MERPATI CIBURUY CIPAGANTI,Cipaganti,Cisurupan,,,PAUD,18,7,11
69919875,TK ANDARUL,Kp. Cigunung,Cipaganti,Cisurupan,,,PAUD,16,8,8
20260187,TK CINTA RAKYAT,JL.KAWAH PAPANDAYAN,Cisurupan,Cisurupan,,,PAUD,40,17,23
20269214,TK DAARUL HIDAYAH,DS. SIRNAJAYA KEC. CISURUPAN KAB. GARUT,Sirnajaya,Cisurupan,,,PAUD,32,19,13
20260088,TK DARUL HUDA,KP. PAKUWON DS. SIMPANGSARI,Simpangsari,Cisurupan,,,PAUD,17,6,11
20260091,TK DARUL ULUM,KP.NANGORAK DS.PAMULIHAN,Pamulihan,Cisurupan,,,PAUD,42,16,26
20260348,TK I TERPADU AL-FATH,JL.RAYA CIDATAR NO.58,Cidatar,Cisurupan,,,PAUD,33,16,17
69890160,TK IMANUL ULYA,BABAKAN CISERO,Cisero,Cisurupan,,,PAUD,14,10,4
20260142,TK KARTIKA IX-11,ASRAMA YONIF 303 KOSTRAD CIBULUH,Sukawargi,Cisurupan,,,PAUD,56,30,26
20260151,TK KHOIRUNNISA,KP. Ciwaru RT.03/ RW.01,Sirnajaya,Cisurupan,,,PAUD,31,18,13
69968487,TK MA ARIF NU AL-IKHLAS SIRNAGALIH,Jl. Raya Cisurupan,Sirnagalih,Cisurupan,,,PAUD,21,8,13
69890162,TK MAMBA UL FAIZIN,CIPELAH,Tambakbaya,Cisurupan,,,PAUD,41,20,21
70050008,TK Miftahul Huda Al Fitri,Kp. Pangauban,Pamulihan,Cisurupan,,,PAUD,32,25,7
69867134,TK MIFTAHUL JANNAH,Kp PANGAUBAN,Pamulihan,Cisurupan,,,PAUD,22,12,10
20260177,TK NURUL FALAH,KP. CILAME NO. 5 TAMBAKBAYA,Tambakbaya,Cisurupan,,,PAUD,9,4,5
69890161,TK NURUL IKHLAS,Kp LEUMAH NEUNDEUT,Cisurupan,Cisurupan,,,PAUD,32,13,19
20260188,TK NUURUL MUTTAQIIN,Jl. Raya Cisurupan No. 160,Cisurupan,Cisurupan,,,PAUD,65,34,31
20260193,TK PGRI,KP. NEGLA DS. PANGAUBAN,Pangauban,Cisurupan,,,PAUD,39,20,19
20260203,TK PGRI BALEWANGI,KP. GUDANG RT 01/01 DS. BALEWANGI,Balewangi,Cisurupan,,,PAUD,24,12,12
69867135,TK PGRI SITUSARI,"JL DESA SITUSARI,Kp CIDARENGDENG",Situsari,Cisurupan,,,PAUD,17,7,10
69753221,TK Plus AL HUNNAH,JL RAYA CISURUPAN KM 19,Cisurupan,Cisurupan,,,PAUD,34,19,15
70000484,TK PLUS AL-BUGHOWI,JL. PANGAUBAN KP. PANGADEGAN RT. 03 RW. 06,Pakuwon,Cisurupan,,,PAUD,28,12,16
20260309,TK TAMBATAN BUNDA,KP. PANAGAN DS. SUKAWARGI,Sukawargi,Cisurupan,,,PAUD,22,14,8
69976725,TK ZAHRATUNNISA,Jl. Pangauban Kp. Rancabolang RT 02 RW 08,Simpangsari,Cisurupan,,,PAUD,47,24,23
69753222,TKS AZALIA,KP. PANGADEGAN,Pakuwon,Cisurupan,,,PAUD,35,16,19
69753223,TKS RIYADUL HUDA,KP. PASIR SEREH,Sirnajaya,Cisurupan,,,PAUD,29,19,10
69867603,HARAPAN MULYA,JALAN CILEDUG NO. 227,Kotakulon,Garut Kota,,,PAUD,30,16,14
70008289,KB AHMAD AL-BAROKAH,Jl. Margawati Kp. Cihandeuleum RT 02 RW 07,Cimuncang,Garut Kota,,,PAUD,30,12,18
70032324,KB Al-Barokah,Kp. Babakan Loa,Margawati,Garut Kota,,,PAUD,0,0,0
69982003,KB AL-FAUZIAH,KP. BALARIUK RT. 02 RW. 11,Cimuncang,Garut Kota,,,PAUD,24,12,12
69867401,KB AL-ISTIQOMAH,JENDRAL SUDIRMAN,Sukamentri,Garut Kota,,,PAUD,15,8,7
70045378,KB AL-QUDDUS,Kp. Gunungan RT 06 RW 17,Margawati,Garut Kota,,,PAUD,25,12,13
69913094,KB AL-WASILAH,Kp. Sumbersari Timur RT 02 / RW 18,Regol,Garut Kota,,,PAUD,60,30,30
70000579,KB AN NASIPAH AL-HIDAYAH,KP. CIMERANG RT. 01 RW. 08,Sukanegla,Garut Kota,,,PAUD,35,19,16
69953639,KB AN-NAFAISY,Kp. Sukaregang Rt. 03 Rw. 12,Kotawetan,Garut Kota,,,PAUD,63,34,29
69935065,KB ASSYAMSI,Kp. Jami RT 03 RW 06,Cimuncang,Garut Kota,,,PAUD,85,48,37
70048228,KB Asy Syifa,Kp. Al Ikhlas Rt 04 Rw 02,Kotawetan,Garut Kota,,,PAUD,26,13,13
69906838,KB BAHRUL ILMI WIJAYA KUSUMA,Kp. Ciruum  RT. 04 Rw. 14,Muara Sanding,Garut Kota,,,PAUD,15,3,12
69928465,KB BINTANG CENDEKIA,Jl. Tegal Kurdi Kp. Babakan Abid RT 03 RW 22,Kotawetan,Garut Kota,,,PAUD,13,9,4
69867601,KB DARUL FITRI,MARGAWATI KP BURUJUL,Sukanegla,Garut Kota,,,PAUD,43,26,17
69944957,KB INTAN CERIA,KP. BOJONGLARANG RT 01 RW 15,Sukamentri,Garut Kota,,,PAUD,27,11,16
69953725,KB ISLAM PLUS PRIMA INSANI,JL. Ciledug No. 281,Kotakulon,Garut Kota,,,PAUD,15,7,8
69913098,KB KENANGA,Jl. Muara Sanding Burung Bao 10,Muara Sanding,Garut Kota,,,PAUD,0,0,0
69867397,KB KUNCUP MEKAR LESTARI,JENDRAL SUDIRMAN,Kotakulon,Garut Kota,,,PAUD,44,24,20
69980264,KB MANDALA,PERUM MANDLA SUDIRMAN RESIDENCE,Sukamentri,Garut Kota,,,PAUD,12,4,8
69867394,KB MUSLIM ASIFFA,PANAGAN HILIR,Sukanegla,Garut Kota,,,PAUD,6,3,3
69826940,KB MUSLIM CENDIKIA,JL. NANGERANG KP. LAMPEGAN,Cimuncang,Garut Kota,,,PAUD,20,11,9
70008017,KB MUTHOHARUN,Kp. Galumpit RT. 02 RW. 24,Kotakulon,Garut Kota,,,PAUD,14,6,8
69867398,KB NUR AS-SALAAM,RENGGANIS,Paminggir,Garut Kota,,,PAUD,13,6,7
69915325,KB NURUL HIDAYAH,Kp. Lebak Gede RT 01/04,Cimuncang,Garut Kota,,,PAUD,13,6,7
